The sed is 1373649020
cycle 0,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 0,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 0,var_plugC2_server2 0,var_plugC2_server1 0,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1047542136,var_plugC2_decidedValue 1050617123,serverC2_currentState 0,var_s1_ClientId 32665,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 1,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 0,var_s2_ClientId 0,var_serverC1_proposed 0,var_plugC1_serverId 32767,var_serverC1_clientIdSend 301,var_serverC2_clientIdRcv 32665,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1052687136,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 32665,var_plug1_decidedValueS 32665,plugC2_currentState 0,var_plugC2_clientId 2,var_serverC1_clientIdRcv 1052820168,plug2_currentState 0,selected 16,
cycle 1,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 0,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 0,var_plugC2_server2 0,var_plugC2_server1 0,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1047542136,var_plugC2_decidedValue 1050617123,serverC2_currentState 0,var_s1_ClientId 32665,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 1,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 0,var_serverC1_proposed 0,var_plugC1_serverId 32767,var_serverC1_clientIdSend 301,var_serverC2_clientIdRcv 32665,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1052687136,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 32665,var_plug1_decidedValueS 32665,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 1052820168,plug2_currentState 1,selected 24,
cycle 2,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 0,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 0,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1047542136,var_plugC2_decidedValue 1050617123,serverC2_currentState 0,var_s1_ClientId 32665,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 1,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 1,var_plugC2_proposedValue 2,var_s2_ClientId 0,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 301,var_serverC2_clientIdRcv 32665,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1052687136,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 32665,var_plug1_decidedValueS 32665,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 25,
cycle 3,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 0,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 2,var_s1_decidedValue 0,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1047542136,var_plugC2_decidedValue 1050617123,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 1,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 0,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 301,var_serverC2_clientIdRcv 32665,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1052687136,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 19,
cycle 4,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 0,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 1,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1047542136,var_plugC2_decidedValue 1050617123,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 1,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 0,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 301,var_serverC2_clientIdRcv 32665,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1052687136,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 12,
cycle 5,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 0,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1047542136,var_plugC2_decidedValue 1050617123,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 3,var_plugC2_proposedValue 2,var_s2_ClientId 0,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 32665,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1052687136,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 20,
cycle 6,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 0,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1047542136,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 0,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 32665,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 22,
cycle 7,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 1,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 0,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 18,
cycle 8,var_s2_decidedValue 0,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 2,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 27,
cycle 9,var_s2_decidedValue 1,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 1,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 32665,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1048178821,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 13,
